po_number,supplier_name,supplier_id,minority_supplier_certificate,sustainability_rating,financial_health_score,service_name,parent_category,category,description,catalog_id,route,equipment,total_weight_lbs,quantity,dimensions,distance_miles,base_rate_per_mile,fuel_surcharge,detention_rate_per_hour,liftgate_service_rate,total_estimated_cost,contract_utilised,payment_terms,currency,unit_of_measure,country,po_date,pickup_date,delivery_date,"
actual_receipt_date",special_instructions,additional_terms_and_conditions,additional_services,contract_id,contract_value,contract_term,contract_start_date,contract_end_date,authorized_by,ship_from,ship_from_address,ship_to,ship_to_address,department,cost_center,gl_account_id,requester
PO9988,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.5,0.13,96,0.11,16208,16207.9028,Net 30 days,USD,plt,US,6/19/2024,6/22/2024,6/24/2024,6/24/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Debris Removal, Inside Delivery",CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Dorothy Brooks,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Production,CC85,GL3338,Ratha Natarajanan
PO9949,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.5,0.13,96,0.11,8480,8479.93925,Net 60 days,USD,plt,US,6/23/2024,6/25/2024,6/27/2024,6/27/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9980,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.5,0.13,96,0.11,16208,16207.9028,Net 60 days,USD,plt,US,8/4/2024,8/7/2024,8/9/2024,8/9/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Debris Removal, Pallet Jack",CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Kenneth Ware,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9835,XPO Logistics,SUP0057,yes,4.3,4.0,LTL,Transportation Service,Ground freight,"XPO logistics-LTL freight network equipped with national capacity, leading technology and a world-class team",CAT0378,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.38,0.12,100,0.12,6896,6895.96956,Net 60 days,USD,plt,US,1/30/2020,2/2/2020,2/5/2020,2/5/2020,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Inside Delivery, Debris Removal",CON5856,5000000.0,3.0,9/22/2020,9/22/2024,Christian Jenkins,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9831,XPO Logistics,SUP0057,yes,4.3,4.0,LTL,Transportation Service,Ground freight,"XPO logistics-LTL freight network equipped with national capacity, leading technology and a world-class team",CAT0378,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.38,0.12,100,0.12,6896,6895.96956,Net 60 days,USD,plt,US,2/8/2020,2/10/2020,2/12/2020,2/12/2020,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Inside Delivery, Debris Removal",CON5856,5000000.0,3.0,9/23/2020,9/22/2024,Christian Jenkins,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9833,XPO Logistics,SUP0057,yes,4.3,4.0,LTL,Transportation Service,Ground freight,"XPO logistics-LTL freight network equipped with national capacity, leading technology and a world-class team",CAT0378,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.38,0.12,100,0.12,6896,6895.96956,Net 60 days,USD,plt,US,3/10/2020,3/15/2020,3/17/2020,3/17/2020,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Inside Delivery, Debris Removal",CON5856,5000000.0,3.0,9/24/2020,9/22/2024,Christian Jenkins,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9830,XPO Logistics,SUP0057,yes,4.3,4.0,LTL,Transportation Service,Ground freight,"XPO logistics-LTL freight network equipped with national capacity, leading technology and a world-class team",CAT0378,Ohio to Brampton,Dry Van,7000,7,48 x 40 x 60 (per pallet),327,2.38,0.12,100,0.12,11334,11334.35738,Net 60 days,USD,plt,US,3/11/2020,3/13/2020,3/15/2020,3/15/2020,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Inside Delivery, Debris Removal",CON5856,5000000.0,3.0,9/25/2020,9/22/2024,Christian Jenkins,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9825,XPO Logistics,SUP0057,yes,4.3,4.0,LTL,Transportation Service,Ground freight,"XPO logistics-LTL freight network equipped with national capacity, leading technology and a world-class team",CAT0378,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.38,0.12,100,0.12,6896,6895.96956,Net 60 days,USD,plt,US,5/13/2020,5/15/2020,5/18/2020,5/18/2020,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Inside Delivery, Debris Removal",CON5856,5000000.0,3.0,9/26/2020,9/22/2024,Christian Jenkins,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9832,XPO Logistics,SUP0057,yes,4.3,4.0,LTL,Transportation Service,Ground freight,"XPO logistics-LTL freight network equipped with national capacity, leading technology and a world-class team",CAT0378,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.38,0.12,100,0.12,6896,6895.96956,Net 60 days,USD,plt,US,5/24/2020,5/29/2020,5/31/2020,5/31/2020,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Inside Delivery, Debris Removal",CON5856,5000000.0,3.0,9/27/2020,9/22/2024,Christian Jenkins,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9834,XPO Logistics,SUP0057,yes,4.3,4.0,LTL,Transportation Service,Ground freight,"XPO logistics-LTL freight network equipped with national capacity, leading technology and a world-class team",CAT0378,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.38,0.12,100,0.12,6896,6895.96956,Net 60 days,USD,plt,US,8/2/2020,8/4/2020,8/6/2020,8/6/2020,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Inside Delivery, Debris Removal",CON5856,5000000.0,3.0,9/28/2020,9/22/2024,Christian Jenkins,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9824,XPO Logistics,SUP0057,yes,4.3,4.0,LTL,Transportation Service,Ground freight,"XPO logistics-LTL freight network equipped with national capacity, leading technology and a world-class team",CAT0378,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.38,0.12,100,0.12,6896,6895.96956,Net 60 days,USD,plt,US,2/2/2021,2/4/2021,2/6/2021,2/6/2021,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Inside Delivery, Debris Removal",CON5856,5000000.0,3.0,9/29/2020,9/22/2024,Christian Jenkins,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9827,XPO Logistics,SUP0057,yes,4.3,4.0,LTL,Transportation Service,Ground freight,"XPO logistics-LTL freight network equipped with national capacity, leading technology and a world-class team",CAT0378,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.38,0.12,100,0.12,6896,6895.96956,Net 60 days,USD,plt,US,2/22/2021,2/25/2021,2/27/2021,2/27/2021,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Inside Delivery, Debris Removal",CON5856,5000000.0,3.0,9/30/2020,9/22/2024,Christian Jenkins,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9836,XPO Logistics,SUP0057,yes,4.3,4.0,LTL,Transportation Service,Ground freight,"XPO logistics-LTL freight network equipped with national capacity, leading technology and a world-class team",CAT0378,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.44,0.12,100,0.12,6994,6994.18728,Net 60 days,USD,plt,US,7/11/2023,7/16/2023,7/19/2023,7/19/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Inside Delivery, Debris Removal",CON5856,5000000.0,3.0,10/1/2020,9/22/2024,Christian Jenkins,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9828,XPO Logistics,SUP0057,yes,4.3,4.0,LTL,Transportation Service,Ground freight,"XPO logistics-LTL freight network equipped with national capacity, leading technology and a world-class team",CAT0378,Ohio to Brampton,Dry Van,7000,7,48 x 40 x 60 (per pallet),327,2.46,0.12,100,0.12,11518,11517.69713,Net 60 days,USD,plt,US,5/28/2024,5/31/2024,6/2/2024,6/2/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Inside Delivery, Debris Removal",CON5856,5000000.0,3.0,10/2/2020,9/22/2024,Christian Jenkins,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9826,XPO Logistics,SUP0057,yes,4.3,4.0,LTL,Transportation Service,Ground freight,"XPO logistics-LTL freight network equipped with national capacity, leading technology and a world-class team",CAT0378,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.46,0.12,100,0.12,7027,7026.92652,Net 60 days,USD,plt,US,6/11/2024,6/16/2024,6/19/2024,6/19/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Inside Delivery, Debris Removal",CON5856,5000000.0,3.0,10/3/2020,9/22/2024,Christian Jenkins,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9829,XPO Logistics,SUP0057,yes,4.3,4.0,LTL,Transportation Service,Ground freight,"XPO logistics-LTL freight network equipped with national capacity, leading technology and a world-class team",CAT0378,Ohio to Brampton,Dry Van,7000,7,48 x 40 x 60 (per pallet),327,2.46,0.12,100,0.12,11518,11517.69713,Net 60 days,USD,plt,US,9/13/2024,9/17/2024,9/19/2024,9/19/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Inside Delivery, Debris Removal",CON5856,5000000.0,3.0,10/4/2020,9/22/2024,Christian Jenkins,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
